APR_MDC_key,intake_date,hospitalizations
17,2017-05-30,62.5052973881129
17,2017-05-31,63.308402391781335
17,2017-06-01,63.790094116640965
17,2017-06-02,63.7969762767511
17,2017-06-03,61.80363279226745
17,2017-06-04,59.84285794661933
17,2017-06-05,58.07751834181214
17,2017-06-06,60.468419379785516
17,2017-06-07,62.05961874438271
17,2017-06-08,62.74618862161607
17,2017-06-09,63.34467424057948
17,2017-06-10,61.46452098678998
17,2017-06-11,59.58043833148538
17,2017-06-12,61.06960428783013
17,2017-06-13,62.542732016098
17,2017-06-14,63.442970310652164
17,2017-06-15,63.85467620210619
17,2017-06-16,63.99058845777484
17,2017-06-17,62.023683918175664
17,2017-06-18,60.21962870774367
17,2017-06-19,62.04849334027667
17,2017-06-20,63.784608312726625
17,2017-06-21,64.44740804017822
17,2017-06-22,65.05568974377894
17,2017-06-23,65.08665073578618
17,2017-06-24,63.08380972805548
17,2017-06-25,61.24499629434874
17,2017-06-26,62.482865268304515
17,2017-06-27,63.51621394803224
17,2017-06-28,64.2206003759656
17,2017-06-29,64.93467905216346
17,2017-06-30,64.83846006684662
17,2017-07-01,62.745395802359845
17,2017-07-02,60.786530366216894
17,2017-07-03,62.03943100994749
17,2017-07-04,63.185679173555776
17,2017-07-05,63.76975526622608
17,2017-07-06,64.59697640503833
17,2017-07-07,64.83969849011905
17,2017-07-08,62.877741162574154
17,2017-07-09,61.01289719003073
17,2017-07-10,62.84853990511169
17,2017-07-11,61.050227121337535
17,2017-07-12,63.11415410096582
17,2017-07-13,63.96287035995055
17,2017-07-14,64.29195657765709
17,2017-07-15,62.315171116094554
17,2017-07-16,60.33762452212424
17,2017-07-17,61.965899127956234
17,2017-07-18,62.95062374671177
17,2017-07-19,64.06699673862286
17,2017-07-20,64.98283291112703
17,2017-07-21,63.21290396322123
17,2017-07-22,61.4026448168861
17,2017-07-23,59.55337777370951
17,2017-07-24,61.01064407621084
17,2017-07-25,62.059475417974426
17,2017-07-26,62.41818114197527
17,2017-07-27,63.06020798977936
17,2017-07-28,63.25495526880299
17,2017-07-29,61.213809194416
17,2017-07-30,59.33794659787777
17,2017-07-31,60.99899752909489
17,2017-08-01,62.08099761010818
17,2017-08-02,62.73407965567841
17,2017-08-03,63.398536060410265
17,2017-08-04,63.68055127154435
17,2017-08-05,61.658238115100275
17,2017-08-06,59.7022303080478
17,2017-08-07,60.92510800286591
17,2017-08-08,61.68166183883752
17,2017-08-09,62.380623745760886
17,2017-08-10,62.82716067212938
17,2017-08-11,63.12790950255137
17,2017-08-12,61.25486328935296
17,2017-08-13,59.44322842740696
17,2017-08-14,60.70738487241002
17,2017-08-15,58.97927389298673
17,2017-08-16,60.48815015879045
17,2017-08-17,61.324604251944855
17,2017-08-18,61.641830342045026
17,2017-08-19,59.81750803574846
17,2017-08-20,58.05299957555998
17,2017-08-21,59.55945860586949
17,2017-08-22,60.72144356961147
17,2017-08-23,61.517461813230774
17,2017-08-24,62.09065978656747
17,2017-08-25,62.25162176077837
17,2017-08-26,60.276158752228255
17,2017-08-27,58.431038793138804
17,2017-08-28,60.15461129172442
17,2017-08-29,61.16593551166789
17,2017-08-30,61.91459336374435
17,2017-08-31,62.57313128624454
17,2017-09-01,62.455979440793904
17,2017-09-02,60.5066030656859
17,2017-09-03,58.68671444058144
17,2017-09-04,60.07403527859517
17,2017-09-05,61.022427564542866
17,2017-09-06,61.513495513246376
17,2017-09-07,62.05403664395961
17,2017-09-08,62.41292068841995
17,2017-09-09,60.563316731422574
17,2017-09-10,58.80714241235953
17,2017-09-11,61.010186923429714
17,2017-09-12,62.28854145053038
17,2017-09-13,62.63973681280808
17,2017-09-14,62.97941757304388
17,2017-09-15,63.27517437392769
17,2017-09-16,61.36451291904481
17,2017-09-17,59.41813544628924
17,2017-09-18,61.469999857886314
17,2017-09-19,62.40540969861135
17,2017-09-20,63.04785528226344
17,2017-09-21,63.669237076287594
17,2017-09-22,63.778442418048655
17,2017-09-23,61.81849348630934
17,2017-09-24,59.8900182900369
17,2017-09-25,61.89362424774062
17,2017-09-26,62.94629230519175
17,2017-09-27,63.407069606660876
17,2017-09-28,63.26257552119659
17,2017-09-29,63.48347468443604
17,2017-09-30,61.533196825929934
17,2017-10-01,59.679649389014195
17,2017-10-02,61.427857605767834
17,2017-10-03,62.4957967006607
17,2017-10-04,63.004131235065266
17,2017-10-05,63.561372833915584
17,2017-10-06,64.06755733116425
17,2017-10-07,62.16370299243755
17,2017-10-08,60.289483222193695
17,2017-10-09,61.8209755755644
17,2017-10-10,62.64651735997212
17,2017-10-11,62.72368072521894
17,2017-10-12,63.06060922603144
17,2017-10-13,63.32091712025992
17,2017-10-14,61.34318213271041
17,2017-10-15,59.46307780049039
17,2017-10-16,60.92330475785137
17,2017-10-17,61.811065257593945
17,2017-10-18,62.2434893475089
17,2017-10-19,62.98960445086926
17,2017-10-20,62.95715840329977
17,2017-10-21,61.02413681630633
17,2017-10-22,59.121706101017594
17,2017-10-23,60.8554206550826
17,2017-10-24,61.97491505983399
17,2017-10-25,62.43475391033124
17,2017-10-26,63.10902427392694
17,2017-10-27,63.728400527240815
17,2017-10-28,61.770092313232915
17,2017-10-29,59.7776302701761
17,2017-10-30,61.391478458039174
17,2017-10-31,63.2474955577756
17,2017-11-01,61.40331537555344
17,2017-11-02,62.04582962553529
17,2017-11-03,62.60170406404233
17,2017-11-04,60.844271143909786
17,2017-11-05,59.210032745748805
17,2017-11-06,61.301507081953766
17,2017-11-07,62.11129373500446
17,2017-11-08,62.5994480387748
17,2017-11-09,63.23553170963464
17,2017-11-10,63.75239952243351
17,2017-11-11,61.79330445612421
17,2017-11-12,59.8984420149398
17,2017-11-13,61.04931276854833
17,2017-11-14,62.16245005482544
17,2017-11-15,62.4849926759787
17,2017-11-16,63.387124063651534
17,2017-11-17,63.899021635335096
17,2017-11-18,62.000693057127386
17,2017-11-19,60.033457219188776
17,2017-11-20,61.901212720198984
17,2017-11-21,62.789697549044924
17,2017-11-22,63.35396976055164
17,2017-11-23,63.76859370282864
17,2017-11-24,63.907328335522784
17,2017-11-25,61.91036675075154
17,2017-11-26,59.946092431054765
17,2017-11-27,61.25933530216773
17,2017-11-28,61.93935709553928
17,2017-11-29,62.728230633390446
17,2017-11-30,63.03222307163994
17,2017-12-01,63.391822315192734
17,2017-12-02,61.54291010813723
17,2017-12-03,59.590683547214695
17,2017-12-04,61.34180867681422
17,2017-12-05,62.379782162820305
17,2017-12-06,62.8263466820721
17,2017-12-07,62.832040233479574
17,2017-12-08,63.03426842254582
17,2017-12-09,61.03314486770825
17,2017-12-10,59.13041880647191
17,2017-12-11,59.781880484948246
17,2017-12-12,60.54313030511388
17,2017-12-13,61.31220800002818
17,2017-12-14,62.05607003281414
17,2017-12-15,62.51324806452515
17,2017-12-16,60.56199402962268
17,2017-12-17,58.641928651602264
17,2017-12-18,59.89957033515629
17,2017-12-19,60.853682783183956
17,2017-12-20,61.71093908537465
17,2017-12-21,62.310580426837774
17,2017-12-22,62.562692543990636
17,2017-12-23,60.577030493367985
17,2017-12-24,58.68925900178214
17,2017-12-25,56.83059477221551
17,2017-12-26,58.475493304274025
17,2017-12-27,59.90252631069127
17,2017-12-28,60.33195167755385
17,2017-12-29,60.58336309796192
17,2017-12-30,58.826531520979565
17,2017-12-31,57.0945140940622
17,2018-01-01,55.320923468027374
17,2018-01-02,57.277614501862544
17,2018-01-03,58.645561567375246
17,2018-01-04,59.47685463073999
17,2018-01-05,60.084170872355074
17,2018-01-06,58.245345597851625
17,2018-01-07,56.40123590611878
17,2018-01-08,57.37168718788538
17,2018-01-09,58.310320394839955
17,2018-01-10,58.8903098900911
17,2018-01-11,59.28734891008812
17,2018-01-12,59.736944027790145
17,2018-01-13,57.87671635474784
17,2018-01-14,56.17584040869053
17,2018-01-15,57.12089482152036
17,2018-01-16,58.26447204048691
17,2018-01-17,58.977112301454554
17,2018-01-18,59.63360042271834
17,2018-01-19,59.94069549082594
17,2018-01-20,58.00821367145459
17,2018-01-21,56.171878796980664
17,2018-01-22,57.21542375445671
17,2018-01-23,58.09360658217944
17,2018-01-24,58.87742275981291
17,2018-01-25,59.504392505392815
17,2018-01-26,59.815723898658625
17,2018-01-27,57.985700164276366
17,2018-01-28,56.11731655233287
17,2018-01-29,57.68724059979737
17,2018-01-30,58.32044582603353
17,2018-01-31,59.3919066186226
17,2018-02-01,59.969221155716944
17,2018-02-02,60.330886035857375
17,2018-02-03,58.51675862484565
17,2018-02-04,56.729323915834314
17,2018-02-05,57.98410018088893
17,2018-02-06,58.67314607659749
17,2018-02-07,59.86419046752873
17,2018-02-08,60.458807173511396
17,2018-02-09,60.64048562683889
17,2018-02-10,58.750633639073676
17,2018-02-11,56.92274401156306
17,2018-02-12,58.20396551938067
17,2018-02-13,58.787442059728846
17,2018-02-14,59.67965707416396
17,2018-02-15,60.50983225206023
17,2018-02-16,61.0504934896976
17,2018-02-17,59.147198621182916
17,2018-02-18,57.240733092619536
17,2018-02-19,58.80661069614021
